Width,Electron density,Negative density,Positive density,O- density,O2- density,CO3- density,CO4- density,CO2+ density,O2+ density,O density,O2 density,O3 density,CO density,C density,CO2e1 density,CO2va density,CO2vb density,CO2vc density,CO2v1a density,CO2v1 density,CO2v2 density,CO2v3 density,CO2v4 density,CO2v5 density,CO2v6 density,CO2v7 density,CO2v8 density,temper,Electric field,Rise rate
0.538,0.37731,0.46171,0.44803,1.39761,0.10088,0.60755,0.22142,0.43264,1.53854,0.59016,1.86094,1.13519,0.67483,0.39268,0.43068,1.72372,0.35363,1.39309,2.02919,0.65599,0.82225,0.83175,0.72596,0.65607,0.50031,0.30157,1.36073,31.04686,0.01095,28
0.54,0.38106,0.46576,0.45211,1.40577,0.10092,0.60897,0.22291,0.4367,1.54136,0.58951,1.85944,1.13506,0.67409,0.39426,0.43126,1.72509,0.35471,1.39898,2.03478,0.65764,0.82438,0.83374,0.72762,0.65742,0.50124,0.30207,1.3627,31.10982,0.01082,28
0.542,0.38488,0.46987,0.45626,1.414,0.10094,0.61037,0.22442,0.44082,1.54416,0.58885,1.85786,1.13493,0.67333,0.39584,0.43183,1.72641,0.35579,1.40492,2.0404,0.6593,0.82652,0.83572,0.72926,0.65875,0.50216,0.30256,1.36458,31.17391,0.01069,28
0.544,0.38875,0.47405,0.46047,1.42228,0.10095,0.61176,0.22598,0.445,1.54695,0.58816,1.8562,1.13479,0.67254,0.39743,0.43239,1.72768,0.35687,1.41089,2.04603,0.66098,0.82866,0.8377,0.73089,0.66007,0.50306,0.30303,1.36639,31.23914,0.01056,28
0.546,0.39269,0.4783,0.46475,1.43062,0.10096,0.61313,0.22757,0.44926,1.54971,0.58745,1.85445,1.13465,0.67172,0.39902,0.43292,1.72889,0.35795,1.41691,2.05167,0.66267,0.8308,0.83968,0.73252,0.66138,0.50394,0.30349,1.3681,31.30551,0.01044,28
0.548,0.3967,0.48261,0.4691,1.43902,0.10096,0.61448,0.2292,0.45358,1.55245,0.58672,1.85262,1.1345,0.67088,0.40061,0.43344,1.73006,0.35903,1.42296,2.05733,0.66438,0.83295,0.84165,0.73413,0.66267,0.50481,0.30393,1.36973,31.37305,0.01031,28
0.55,0.40077,0.48699,0.47352,1.44747,0.10094,0.61581,0.23086,0.45797,1.55515,0.58597,1.85071,1.13435,0.67002,0.40221,0.43394,1.73117,0.36012,1.42905,2.063,0.66609,0.83511,0.84361,0.73572,0.66394,0.50566,0.30436,1.37128,31.44177,0.01018,28
0.552,0.40491,0.49144,0.47801,1.45598,0.10092,0.61712,0.23257,0.46244,1.55783,0.58519,1.84871,1.13419,0.66913,0.40382,0.43442,1.73222,0.3612,1.43517,2.06869,0.66782,0.83727,0.84557,0.73731,0.6652,0.50649,0.30477,1.37273,31.51166,0.01006,28
0.554,0.40912,0.49596,0.48258,1.46455,0.10089,0.6184,0.23431,0.46697,1.56047,0.5844,1.84662,1.13403,0.66822,0.40542,0.43488,1.73322,0.36229,1.44134,2.07438,0.66956,0.83942,0.84752,0.73888,0.66644,0.5073,0.30517,1.37409,31.58275,0.00993,28
0.556,0.4134,0.50055,0.48721,1.47317,0.10085,0.61966,0.23609,0.47158,1.56308,0.58358,1.84444,1.13386,0.66728,0.40703,0.43532,1.73415,0.36337,1.44753,2.08008,0.67131,0.84159,0.84946,0.74044,0.66766,0.5081,0.30556,1.37536,31.65505,0.00981,28
0.558,0.41776,0.50522,0.49192,1.48184,0.10079,0.62089,0.23791,0.47626,1.56564,0.58275,1.84218,1.13368,0.66631,0.40864,0.43575,1.73504,0.36446,1.45377,2.08578,0.67308,0.84375,0.85139,0.74199,0.66886,0.50887,0.30593,1.37654,31.72857,0.00968,28
0.56,0.42218,0.50996,0.4967,1.49057,0.10073,0.6221,0.23977,0.48102,1.56816,0.58189,1.83983,1.1335,0.66533,0.41026,0.43615,1.73586,0.36554,1.46004,2.0915,0.67486,0.84591,0.85332,0.74351,0.67005,0.50963,0.30628,1.37762,31.80331,0.00956,28
0.562,0.42668,0.51478,0.50156,1.49935,0.10065,0.62327,0.24167,0.48585,1.57063,0.58101,1.8374,1.13331,0.66431,0.41187,0.43653,1.73662,0.36663,1.46634,2.09721,0.67664,0.84808,0.85523,0.74503,0.67121,0.51036,0.30661,1.37861,31.8793,0.00944,28
0.564,0.43126,0.51967,0.50649,1.50818,0.10057,0.62442,0.2436,0.49076,1.57305,0.58011,1.83487,1.13312,0.66327,0.41348,0.43689,1.73731,0.36771,1.47268,2.10293,0.67844,0.85025,0.85713,0.74652,0.67236,0.51108,0.30693,1.3795,31.95654,0.00932,28
0.566,0.43591,0.52464,0.51151,1.51707,0.10047,0.62553,0.24558,0.49576,1.57541,0.57919,1.83225,1.13292,0.66221,0.41509,0.43723,1.73795,0.36879,1.47905,2.10866,0.68025,0.85241,0.85902,0.748,0.67348,0.51177,0.30723,1.38029,32.03505,0.00919,28
0.568,0.44064,0.52969,0.5166,1.526,0.10036,0.62661,0.24759,0.50083,1.57772,0.57825,1.82954,1.13271,0.66112,0.41671,0.43755,1.73852,0.36988,1.48546,2.11438,0.68207,0.85457,0.8609,0.74946,0.67459,0.51244,0.30752,1.38098,32.11483,0.00907,28
0.57,0.44545,0.53482,0.52178,1.53498,0.10024,0.62766,0.24964,0.50598,1.57997,0.57728,1.82674,1.1325,0.66001,0.41832,0.43785,1.73903,0.37096,1.49189,2.1201,0.6839,0.85674,0.86277,0.75091,0.67567,0.51309,0.30779,1.38157,32.19591,0.00895,28
0.572,0.45035,0.54003,0.52704,1.54402,0.10011,0.62866,0.25173,0.51122,1.58215,0.5763,1.82385,1.13229,0.65887,0.41993,0.43812,1.73947,0.37204,1.49836,2.12581,0.68574,0.8589,0.86462,0.75233,0.67673,0.51372,0.30804,1.38206,32.27828,0.00883,28
0.574,0.45532,0.54532,0.53238,1.5531,0.09996,0.62963,0.25386,0.51654,1.58426,0.57529,1.82087,1.13206,0.65771,0.42154,0.43837,1.73984,0.37312,1.50485,2.13153,0.6876,0.86106,0.86646,0.75373,0.67777,0.51432,0.30827,1.38245,32.36197,0.00871,28
0.576,0.46038,0.5507,0.53781,1.56222,0.09981,0.63056,0.25603,0.52194,1.58631,0.57427,1.8178,1.13183,0.65652,0.42314,0.4386,1.74015,0.37419,1.51138,2.13723,0.68946,0.86321,0.86828,0.75512,0.67878,0.5149,0.30848,1.38273,32.44699,0.00859,28
0.578,0.46553,0.55617,0.54332,1.57139,0.09963,0.63145,0.25824,0.52744,1.58827,0.57322,1.81463,1.1316,0.6553,0.42475,0.4388,1.74038,0.37526,1.51793,2.14293,0.69133,0.86536,0.87008,0.75648,0.67977,0.51546,0.30868,1.38291,32.53335,0.00847,28
0.58,0.47077,0.56172,0.54892,1.58061,0.09945,0.63229,0.26049,0.53302,1.59016,0.57215,1.81136,1.13136,0.65407,0.42634,0.43898,1.74054,0.37633,1.52451,2.14862,0.69321,0.86751,0.87187,0.75781,0.68073,0.51599,0.30885,1.38298,32.62106,0.00835,28
0.582,0.47609,0.56737,0.55461,1.58987,0.09925,0.63308,0.26278,0.53869,1.59196,0.57106,1.80801,1.13111,0.6528,0.42794,0.43913,1.74064,0.3774,1.53111,2.15429,0.6951,0.86965,0.87365,0.75913,0.68167,0.51649,0.30901,1.38294,32.71014,0.00824,28
0.584,0.48151,0.5731,0.5604,1.59917,0.09904,0.63383,0.2651,0.54446,1.59367,0.56995,1.80455,1.13086,0.65151,0.42953,0.43926,1.74065,0.37847,1.53774,2.15995,0.697,0.87178,0.8754,0.76042,0.68258,0.51697,0.30914,1.38279,32.80061,0.00812,28
0.586,0.48702,0.57893,0.56627,1.60851,0.09882,0.63452,0.26746,0.55032,1.59529,0.56881,1.80101,1.13059,0.6502,0.43111,0.43937,1.7406,0.37953,1.5444,2.1656,0.6989,0.87391,0.87713,0.76169,0.68347,0.51743,0.30926,1.38254,32.89247,0.008,28
0.588,0.49263,0.58484,0.57224,1.61789,0.09858,0.63516,0.26986,0.55627,1.59682,0.56766,1.79736,1.13033,0.64886,0.43269,0.43944,1.74047,0.38058,1.55107,2.17122,0.70082,0.87603,0.87885,0.76293,0.68432,0.51785,0.30936,1.38217,32.98573,0.00789,28
0.59,0.49833,0.59086,0.5783,1.6273,0.09832,0.63575,0.2723,0.56232,1.59824,0.56649,1.79362,1.13005,0.64749,0.43426,0.4395,1.74026,0.38164,1.55777,2.17683,0.70274,0.87815,0.88054,0.76414,0.68515,0.51825,0.30943,1.38169,33.08042,0.00777,28
0.592,0.50413,0.59697,0.58447,1.63676,0.09805,0.63628,0.27477,0.56847,1.59956,0.56529,1.78978,1.12977,0.6461,0.43582,0.43952,1.73997,0.38268,1.56449,2.18242,0.70468,0.88025,0.88221,0.76533,0.68594,0.51862,0.30949,1.38109,33.17654,0.00766,28
0.594,0.51003,0.60318,0.59073,1.64624,0.09777,0.63675,0.27728,0.57472,1.60077,0.56407,1.78584,1.12949,0.64469,0.43738,0.43952,1.7396,0.38373,1.57123,2.18798,0.70661,0.88235,0.88386,0.76649,0.68671,0.51897,0.30952,1.38038,33.2741,0.00754,28
0.596,0.51604,0.60949,0.59709,1.65576,0.09747,0.63716,0.27981,0.58107,1.60186,0.56283,1.78181,1.1292,0.64325,0.43892,0.43949,1.73915,0.38477,1.57798,2.19351,0.70856,0.88443,0.88548,0.76762,0.68745,0.51928,0.30953,1.37955,33.37313,0.00743,28
0.598,0.52215,0.6159,0.60355,1.66531,0.09715,0.63751,0.28239,0.58753,1.60284,0.56157,1.77767,1.1289,0.64178,0.44046,0.43943,1.73862,0.3858,1.58476,2.19902,0.71051,0.8865,0.88708,0.76872,0.68815,0.51956,0.30953,1.37861,33.47364,0.00732,28
0.6,0.52837,0.62242,0.61012,1.67488,0.09682,0.63779,0.28499,0.59409,1.60369,0.56029,1.77344,1.12859,0.64029,0.44198,0.43934,1.73801,0.38683,1.59154,2.20449,0.71247,0.88856,0.88866,0.76979,0.68882,0.51982,0.30949,1.37754,33.57564,0.00721,28
0.602,0.5347,0.62904,0.6168,1.68448,0.09647,0.638,0.28762,0.60075,1.60441,0.55899,1.7691,1.12828,0.63877,0.4435,0.43923,1.7373,0.38785,1.59835,2.20993,0.71444,0.89061,0.8902,0.77082,0.68946,0.52004,0.30944,1.37636,33.67914,0.00709,28
0.604,0.54114,0.63577,0.62358,1.69411,0.09611,0.63814,0.29028,0.60753,1.60499,0.55767,1.76466,1.12796,0.63723,0.445,0.43908,1.73652,0.38886,1.60516,2.21534,0.71641,0.89265,0.89172,0.77183,0.69006,0.52023,0.30936,1.37506,33.78416,0.00698,28
0.606,0.5477,0.64261,0.63047,1.70375,0.09573,0.6382,0.29297,0.61442,1.60544,0.55632,1.76013,1.12763,0.63566,0.44649,0.4389,1.73564,0.38987,1.61198,2.2207,0.71838,0.89467,0.89321,0.7728,0.69063,0.52039,0.30926,1.37363,33.89072,0.00687,28
0.608,0.55437,0.64956,0.63748,1.71342,0.09533,0.6382,0.29567,0.62142,1.60573,0.55496,1.75549,1.1273,0.63407,0.44796,0.4387,1.73468,0.39087,1.61881,2.22602,0.72037,0.89667,0.89467,0.77373,0.69116,0.52051,0.30914,1.37208,33.99882,0.00676,28
0.61,0.56116,0.65663,0.64459,1.7231,0.09492,0.63811,0.2984,0.62853,1.60588,0.55357,1.75074,1.12695,0.63245,0.44943,0.43846,1.73362,0.39186,1.62565,2.2313,0.72235,0.89866,0.8961,0.77463,0.69166,0.5206,0.30899,1.37041,34.10849,0.00666,28
0.612,0.56807,0.66381,0.65183,1.73279,0.09448,0.63794,0.30115,0.63577,1.60587,0.55216,1.7459,1.12661,0.6308,0.45087,0.4382,1.73248,0.39284,1.63249,2.23654,0.72434,0.90063,0.8975,0.77549,0.69211,0.52066,0.30882,1.36861,34.21974,0.00655,28
0.614,0.57511,0.67111,0.65918,1.7425,0.09403,0.63769,0.30392,0.64312,1.6057,0.55073,1.74095,1.12625,0.62913,0.4523,0.4379,1.73123,0.39382,1.63933,2.24172,0.72633,0.90258,0.89886,0.77632,0.69253,0.52069,0.30863,1.36669,34.33258,0.00644,28
0.616,0.58227,0.67852,0.66665,1.7522,0.09357,0.63735,0.3067,0.65059,1.60536,0.54928,1.7359,1.12589,0.62744,0.45372,0.43757,1.7299,0.39479,1.64617,2.24685,0.72833,0.90451,0.90019,0.7771,0.69291,0.52067,0.30841,1.36464,34.44703,0.00633,28
0.618,0.58957,0.68606,0.67424,1.76191,0.09308,0.63692,0.30949,0.65819,1.60484,0.5478,1.73074,1.12552,0.62571,0.45511,0.4372,1.72846,0.39574,1.653,2.25192,0.73033,0.90642,0.90148,0.77785,0.69325,0.52063,0.30817,1.36247,34.56311,0.00623,28
0.62,0.59699,0.69372,0.68196,1.77162,0.09257,0.6364,0.31228,0.66591,1.60415,0.54631,1.72548,1.12515,0.62396,0.45649,0.43681,1.72693,0.39669,1.65983,2.25694,0.73233,0.90831,0.90273,0.77855,0.69354,0.52054,0.3079,1.36016,34.68082,0.00612,28
0.622,0.60455,0.70151,0.6898,1.78132,0.09205,0.63579,0.31508,0.67377,1.60326,0.54479,1.72011,1.12476,0.62219,0.45785,0.43638,1.7253,0.39763,1.66665,2.26189,0.73433,0.91017,0.90395,0.77921,0.6938,0.52042,0.3076,1.35773,34.80018,0.00602,28
0.624,0.61225,0.70943,0.69777,1.79101,0.09151,0.63508,0.31788,0.68175,1.60218,0.54325,1.71464,1.12437,0.62038,0.45919,0.43591,1.72357,0.39855,1.67346,2.26678,0.73634,0.91201,0.90513,0.77983,0.69401,0.52026,0.30728,1.35516,34.92121,0.00591,28
0.626,0.62009,0.71748,0.70587,1.80069,0.09095,0.63427,0.32067,0.68986,1.60091,0.54169,1.70905,1.12397,0.61856,0.46051,0.43542,1.72173,0.39946,1.68025,2.27159,0.73834,0.91383,0.90626,0.7804,0.69417,0.52006,0.30693,1.35247,35.04392,0.00581,28
0.628,0.62808,0.72566,0.71411,1.81035,0.09037,0.63335,0.32345,0.69812,1.59942,0.54011,1.70337,1.12357,0.6167,0.4618,0.43488,1.71979,0.40036,1.68703,2.27634,0.74034,0.91562,0.90736,0.78093,0.69429,0.51982,0.30656,1.34964,35.16834,0.0057,28
0.63,0.63621,0.73398,0.72248,1.81999,0.08977,0.63233,0.32622,0.7065,1.59772,0.5385,1.69757,1.12316,0.61482,0.46307,0.43432,1.71775,0.40125,1.69379,2.28101,0.74234,0.91738,0.90841,0.78141,0.69437,0.51955,0.30616,1.34668,35.29447,0.0056,28
0.632,0.64449,0.74243,0.73099,1.8296,0.08915,0.6312,0.32897,0.71503,1.5958,0.53687,1.69167,1.12274,0.61291,0.46432,0.43372,1.71559,0.40212,1.70052,2.2856,0.74434,0.91911,0.90941,0.78185,0.6944,0.51923,0.30573,1.34359,35.42234,0.0055,28
0.634,0.65293,0.75102,0.73964,1.83917,0.08851,0.62996,0.3317,0.7237,1.59365,0.53522,1.68566,1.12231,0.61097,0.46554,0.43308,1.71333,0.40298,1.70722,2.29011,0.74633,0.92081,0.91037,0.78223,0.69438,0.51887,0.30528,1.34036,35.55196,0.0054,28
0.636,0.66152,0.75976,0.74843,1.84871,0.08785,0.62861,0.3344,0.73252,1.59126,0.53355,1.67954,1.12187,0.60901,0.46674,0.4324,1.71096,0.40383,1.7139,2.29453,0.74832,0.92248,0.91128,0.78256,0.69431,0.51847,0.3048,1.337,35.68335,0.0053,28
0.638,0.67028,0.76865,0.75737,1.85819,0.08717,0.62714,0.33707,0.74149,1.58864,0.53185,1.67331,1.12143,0.60702,0.46791,0.43169,1.70847,0.40465,1.72053,2.29886,0.75031,0.92412,0.91214,0.78284,0.69419,0.51803,0.30428,1.3335,35.81652,0.0052,28
0.64,0.6792,0.77768,0.76646,1.86762,0.08647,0.62555,0.33969,0.7506,1.58576,0.53013,1.66697,1.12098,0.605,0.46905,0.43095,1.70587,0.40547,1.72712,2.30309,0.75229,0.92572,0.91295,0.78307,0.69401,0.51754,0.30375,1.32987,35.95149,0.0051,28
0.642,0.68829,0.78686,0.7757,1.87699,0.08575,0.62383,0.34227,0.75988,1.58263,0.52839,1.66052,1.12052,0.60295,0.47016,0.43016,1.70316,0.40626,1.73367,2.30723,0.75426,0.92729,0.91371,0.78324,0.69379,0.51701,0.30318,1.3261,36.08828,0.005,28
0.644,0.69754,0.79619,0.78509,1.88629,0.08501,0.62199,0.3448,0.7693,1.57923,0.52662,1.65396,1.12006,0.60087,0.47124,0.42934,1.70033,0.40703,1.74017,2.31126,0.75623,0.92881,0.91441,0.78336,0.69351,0.51644,0.30258,1.3222,36.22691,0.0049,28
0.646,0.70698,0.80569,0.79464,1.89552,0.08425,0.62002,0.34727,0.77889,1.57556,0.52483,1.6473,1.11958,0.59877,0.47228,0.42848,1.69738,0.40779,1.74661,2.31519,0.75819,0.9303,0.91506,0.78342,0.69318,0.51582,0.30196,1.31815,36.36739,0.00481,28
0.648,0.71659,0.81534,0.80435,1.90465,0.08347,0.61792,0.34968,0.78864,1.57161,0.52301,1.64052,1.1191,0.59663,0.4733,0.42758,1.6943,0.40852,1.75298,2.319,0.76014,0.93175,0.91566,0.78342,0.6928,0.51516,0.30131,1.31397,36.50973,0.00471,28
0.65,0.72639,0.82515,0.81423,1.91369,0.08267,0.61568,0.35201,0.79855,1.56738,0.52117,1.63363,1.11861,0.59447,0.47428,0.42664,1.69111,0.40924,1.75929,2.3227,0.76208,0.93315,0.91619,0.78336,0.69235,0.51445,0.30062,1.30965,36.65397,0.00462,28
0.652,0.73637,0.83513,0.82427,1.92262,0.08185,0.6133,0.35427,0.80864,1.56285,0.51931,1.62662,1.11812,0.59228,0.47523,0.42566,1.68779,0.40993,1.76552,2.32628,0.76401,0.93451,0.91666,0.78325,0.69185,0.51369,0.29991,1.30519,36.8001,0.00452,28
0.654,0.74654,0.84528,0.83447,1.93144,0.08101,0.61078,0.35644,0.81889,1.55803,0.51741,1.61951,1.11761,0.59005,0.47614,0.42465,1.68435,0.4106,1.77167,2.32973,0.76592,0.93583,0.91707,0.78307,0.69129,0.51289,0.29917,1.3006,36.94816,0.00443,28
0.656,0.75691,0.85559,0.84485,1.94012,0.08015,0.60812,0.35853,0.82932,1.55289,0.5155,1.61228,1.1171,0.5878,0.47701,0.42359,1.68078,0.41124,1.77772,2.33306,0.76782,0.9371,0.91742,0.78282,0.69067,0.51203,0.29839,1.29586,37.09815,0.00433,28
0.658,0.76748,0.86609,0.85541,1.94867,0.07927,0.60531,0.36051,0.83993,1.54744,0.51355,1.60494,1.11658,0.58551,0.47784,0.42249,1.67708,0.41186,1.78368,2.33624,0.76971,0.93831,0.91771,0.78251,0.68999,0.51113,0.29759,1.29098,37.25009,0.00424,28
0.66,0.77825,0.87676,0.86614,1.95706,0.07836,0.60234,0.36239,0.85072,1.54167,0.51158,1.59749,1.11605,0.58319,0.47864,0.42136,1.67325,0.41245,1.78953,2.33929,0.77158,0.93948,0.91792,0.78214,0.68925,0.51018,0.29676,1.28597,37.40401,0.00415,28
0.662,0.78923,0.88761,0.87705,1.96528,0.07744,0.59923,0.36415,0.8617,1.53556,0.50958,1.58993,1.11552,0.58084,0.47939,0.42018,1.66929,0.41302,1.79527,2.3422,0.77343,0.94059,0.91807,0.78169,0.68845,0.50918,0.29589,1.28081,37.55991,0.00406,28
0.664,0.80042,0.89864,0.88815,1.97331,0.07649,0.59596,0.36579,0.87286,1.52912,0.50755,1.58225,1.11497,0.57846,0.4801,0.41896,1.6652,0.41355,1.80089,2.34496,0.77526,0.94165,0.91815,0.78118,0.68758,0.50812,0.29499,1.27551,37.71782,0.00397,28
0.666,0.81183,0.90987,0.89944,1.98115,0.07553,0.59253,0.36731,0.88422,1.52234,0.5055,1.57446,1.11442,0.57604,0.48076,0.4177,1.66097,0.41406,1.80637,2.34756,0.77708,0.94265,0.91815,0.7806,0.68665,0.50702,0.29407,1.27008,37.87776,0.00388,28
0.668,0.82346,0.92128,0.91092,1.98877,0.07455,0.58894,0.36869,0.89577,1.51522,0.50341,1.56656,1.11386,0.57359,0.48138,0.4164,1.6566,0.41453,1.81171,2.35,0.77887,0.9436,0.91808,0.77994,0.68565,0.50586,0.29311,1.2645,38.03975,0.00379,28
0.67,0.83531,0.93289,0.9226,1.99615,0.07354,0.58519,0.36993,0.90752,1.50773,0.50129,1.55854,1.11329,0.5711,0.48196,0.41505,1.6521,0.41498,1.81689,2.35228,0.78064,0.94448,0.91794,0.77921,0.68459,0.50465,0.29211,1.25879,38.20379,0.0037,28
0.672,0.84739,0.9447,0.93447,2.00327,0.07252,0.58127,0.37102,0.91947,1.49989,0.49914,1.55041,1.11272,0.56858,0.48248,0.41366,1.64745,0.41539,1.82191,2.35439,0.78239,0.9453,0.91771,0.77841,0.68345,0.50339,0.29109,1.25293,38.36992,0.00361,28
0.674,0.85971,0.95671,0.94655,2.01012,0.07147,0.57718,0.37196,0.93163,1.49168,0.49696,1.54217,1.11213,0.56602,0.48296,0.41223,1.64267,0.41576,1.82675,2.35632,0.78411,0.94605,0.91741,0.77753,0.68225,0.50207,0.29003,1.24693,38.53814,0.00353,28
0.676,0.87227,0.96892,0.95883,2.01668,0.07041,0.57292,0.37273,0.944,1.4831,0.49475,1.53381,1.11154,0.56342,0.48338,0.41076,1.63773,0.4161,1.8314,2.35806,0.7858,0.94674,0.91703,0.77657,0.68098,0.5007,0.28895,1.24079,38.70849,0.00344,28
0.678,0.88507,0.98135,0.97133,2.02291,0.06933,0.56849,0.37334,0.95659,1.47414,0.4925,1.52534,1.11094,0.56078,0.48376,0.40924,1.63266,0.4164,1.83584,2.35963,0.78746,0.94736,0.91656,0.77553,0.67963,0.49928,0.28783,1.23452,38.88096,0.00336,28
0.68,0.89812,0.99398,0.98404,2.0288,0.06823,0.56388,0.37376,0.96939,1.4648,0.49021,1.51675,1.11033,0.5581,0.48408,0.40768,1.62744,0.41665,1.84007,2.36099,0.78909,0.94791,0.91601,0.77442,0.67821,0.4978,0.28667,1.2281,39.0556,0.00327,28
0.682,0.91142,1.00684,0.99696,2.03431,0.06711,0.5591,0.37401,0.98241,1.45508,0.48789,1.50805,1.10971,0.55538,0.48434,0.40608,1.62207,0.41687,1.84405,2.36216,0.79069,0.94838,0.91536,0.77321,0.67672,0.49626,0.28549,1.22155,39.2324,0.00319,28
0.684,0.92499,1.01991,1.01011,2.03942,0.06598,0.55414,0.37406,0.99566,1.44497,0.48553,1.49924,1.10909,0.55262,0.48455,0.40443,1.61655,0.41704,1.84778,2.36312,0.79225,0.94877,0.91463,0.77193,0.67516,0.49466,0.28427,1.21485,39.4114,0.00311,28
0.686,0.93881,1.03321,1.02349,2.04409,0.06483,0.549,0.37393,1.00914,1.43447,0.48313,1.49031,1.10846,0.54981,0.4847,0.40274,1.61087,0.41716,1.85123,2.36387,0.79377,0.94909,0.91381,0.77056,0.67351,0.49301,0.28301,1.20802,39.59262,0.00303,28
0.688,0.9529,1.04674,1.03709,2.04829,0.06366,0.54369,0.37359,1.02286,1.42357,0.48069,1.48127,1.10781,0.54696,0.4848,0.401,1.60505,0.41723,1.85439,2.36441,0.79526,0.94932,0.9129,0.7691,0.67179,0.4913,0.28173,1.20104,39.77606,0.00295,28
0.69,0.96726,1.0605,1.05093,2.05198,0.06248,0.53819,0.37305,1.03681,1.41228,0.47821,1.47211,1.10716,0.54406,0.48483,0.39922,1.59907,0.41726,1.85724,2.36471,0.7967,0.94948,0.91188,0.76756,0.67,0.48953,0.28041,1.19393,39.96175,0.00287,28
0.692,0.9819,1.0745,1.06501,2.05512,0.06128,0.53252,0.3723,1.051,1.4006,0.47568,1.46284,1.10651,0.5411,0.4848,0.39739,1.59294,0.41723,1.85974,2.36479,0.7981,0.94954,0.91077,0.76592,0.66812,0.4877,0.27905,1.18669,40.14971,0.00279,28
0.694,0.99682,1.08874,1.07933,2.05768,0.06006,0.52667,0.37133,1.06545,1.38851,0.4731,1.45345,1.10584,0.5381,0.4847,0.39552,1.58664,0.41714,1.86189,2.36463,0.79945,0.94952,0.90956,0.7642,0.66617,0.48582,0.27767,1.1793,40.33995,0.00271,28
0.696,1.01203,1.10322,1.0939,2.05961,0.05884,0.52064,0.37015,1.08014,1.37603,0.47048,1.44396,1.10517,0.53504,0.48454,0.3936,1.58019,0.41699,1.86365,2.36422,0.80075,0.9494,0.90825,0.76238,0.66413,0.48387,0.27625,1.17178,40.5325,0.00264,28
0.698,1.02752,1.11796,1.10872,2.06086,0.0576,0.51443,0.36875,1.09509,1.36314,0.4678,1.43435,1.10449,0.53193,0.48432,0.39164,1.57358,0.41679,1.86499,2.36356,0.80201,0.94918,0.90683,0.76046,0.66201,0.48186,0.27479,1.16412,40.72738,0.00256,28
0.7,1.04331,1.13295,1.12379,2.06138,0.05634,0.50804,0.36712,1.11029,1.34986,0.46507,1.42462,1.1038,0.52876,0.48402,0.38963,1.5668,0.41652,1.86589,2.36264,0.8032,0.94887,0.90531,0.75845,0.65981,0.47979,0.27331,1.15633,40.9246,0.00249,28
0.702,1.0594,1.14819,1.13913,2.06113,0.05508,0.50148,0.36527,1.12576,1.33619,0.46229,1.41478,1.1031,0.52553,0.48366,0.38757,1.55986,0.41618,1.86631,2.36146,0.80434,0.94846,0.90367,0.75634,0.65752,0.47766,0.27178,1.1484,41.12418,0.00241,28
0.704,1.07579,1.1637,1.15472,2.06004,0.0538,0.49475,0.36319,1.1415,1.32212,0.45944,1.40483,1.10239,0.52223,0.48322,0.38547,1.55276,0.41577,1.86623,2.36,0.80542,0.94795,0.90192,0.75413,0.65514,0.47547,0.27023,1.14034,41.32616,0.00234,28
0.706,1.09249,1.17948,1.17059,2.05805,0.05252,0.48785,0.36089,1.15751,1.30765,0.45654,1.39477,1.10168,0.51887,0.48272,0.38332,1.54549,0.41529,1.8656,2.35826,0.80644,0.94732,0.90006,0.75182,0.65268,0.47321,0.26864,1.13215,41.53053,0.00227,28
0.708,1.1095,1.19552,1.18672,2.0551,0.05123,0.48078,0.35835,1.1738,1.29281,0.45356,1.38459,1.10095,0.51543,0.48214,0.38113,1.53805,0.41472,1.86441,2.35624,0.80739,0.94659,0.89808,0.74941,0.65014,0.4709,0.26701,1.12382,41.73734,0.0022,28
0.71,1.12683,1.21184,1.20314,2.05111,0.04993,0.47354,0.35559,1.19036,1.27758,0.45052,1.3743,1.10022,0.51193,0.48148,0.37889,1.53045,0.41408,1.86259,2.35391,0.80826,0.94574,0.89599,0.74689,0.6475,0.46851,0.26535,1.11536,41.94659,0.00213,28
0.712,1.14447,1.22844,1.21983,2.04601,0.04862,0.46615,0.35259,1.20721,1.26197,0.44741,1.3639,1.09948,0.50835,0.48075,0.3766,1.52267,0.41335,1.8601,2.35128,0.80907,0.94478,0.89377,0.74427,0.64477,0.46607,0.26366,1.10677,42.15831,0.00207,28
0.714,1.16243,1.24532,1.23681,2.03971,0.04731,0.45861,0.34938,1.22435,1.24599,0.44422,1.35339,1.09874,0.50468,0.47994,0.37426,1.51472,0.41252,1.85691,2.34834,0.80979,0.94369,0.89143,0.74154,0.64196,0.46356,0.26193,1.09805,42.37251,0.002,28
0.716,1.18072,1.26248,1.25407,2.03213,0.046,0.45091,0.34593,1.24178,1.22964,0.44096,1.34276,1.09798,0.50094,0.47904,0.37188,1.5066,0.4116,1.85295,2.34508,0.81044,0.94248,0.88896,0.7387,0.63905,0.46098,0.26017,1.0892,42.58922,0.00193,28
0.718,1.19933,1.27993,1.27163,2.02317,0.04468,0.44307,0.34227,1.2595,1.21293,0.43761,1.33203,1.09722,0.4971,0.47807,0.36945,1.4983,0.41058,1.84817,2.34149,0.811,0.94114,0.88636,0.73575,0.63605,0.45834,0.25838,1.08022,42.80846,0.00187,28
